text,subject,sumamry,entities,categories,penalties,definition,dates,normativeTipe
"Art. 198
§ 5o Lei federal disporá sobre o regime jurídico e a regulamentação
das atividades de agente comunitário de saúde e agente de combate
às endemias.
Emenda Constitucional no 64, de 2010
(Publicada no DOU de 5/2/2010)
Altera o art. 6o da Constituição Federal, para introduzir
a alimentação como direito social.
As Mesas da Câmara dos Deputados e do Senado Federal, nos termos do art. 60 da
Constituição Federal, promulgam a seguinte Emenda ao texto constitucional:",Direito à Alimentação como Direto Social,"O artigo 198 da Lei Federal estabelece a regulamentação das atividades dos agentes comunitários de saúde e combate às endemias. Além disso, a Emenda Constitucional nº 64/2010 introduz o direito à alimentação como um direito social.","Câmara dos Deputados, Senado Federal.","Direito Constitucional, Direito Administrativo",Multas e prisão.,"1. Artigo (termo jurídico que se refere a um dispositivo legal): é uma disposição específica da legislação, geralmente abordando determinados aspectos de direito",,Lei Ordinária
"Art. 1o O art. 6o da Constituição Federal passa a vigorar com a seguinte redação:
“Art. 6o São direitos sociais a educação, a saúde, a alimentação, o
trabalho, a moradia, o lazer, a segurança, a previdência social, a
354 Constituição da República Federativa do Brasil
proteção à maternidade e à infância, a assistência aos desamparados,
na forma desta Constituição.”",Direitos Sociais da Educação e Saúde,"O artigo 6º da Constituição Federal foi alterado para incluir mais direitos sociais, como educação, saúde e trabalho. Esses direitos são fundamentais para a vida dos cidadãos brasileiros.","Constituição Federal, Previdência Social.","Direito Social, Direito Constitucional e Direitos Fundamentais",-,1. Direitos sociais: são direitos fundamentais garantidos pela Constituição para assegurar um padrão mínimo de vida digna aos cidadãos,12 de março de 2021,Decreto
"Art. 2o Esta Emenda Constitucional entra em vigor na data de sua publicação.
Brasília, em 4 de fevereiro de 2010.
MESA DA CÂMARA DOS DEPUTADOS – Deputado Michel Temer, Presidente –
Deputado Marco Maia, 1o Vice-Presidente – Deputado Antônio Carlos Magalhães Neto,
2o Vice-Presidente – Deputado Rafael Guerra, 1o Secretário – Deputado Inocêncio
Oliveira, 2o Secretário – Deputado Odair Cunha, 3o Secretário – Deputado Nelson
Marquezelli, 4o Secretário.
MESA DO SENADO FEDERAL − Senador José Sarney, Presidente – Senador Marconi
Perillo, 1o Vice-Presidente – Senadora Serys Slhessarenko, 2a Vice-Presidente − Senador
Heráclito Fortes, 1o Secretário − Senador João Vicente Claudino, 2o Secretário − Senador
Mão Santa, 3o Secretário − Senadora Patrícia Saboya, 4a Secretária.
Redação Anterior",Esta Emenda Constitucional entra em vigor,"A Emenda Constitucional entrou em vigor na data da sua publicação, em 4 de fevereiro de 2010. Ela foi aprovada pela Câmara e pelo Senado Federal.","Pessoas, Mesa da Câmara dos Deputados, MESA DO SENADO FEDERAL.","Direito Constitucional, Direito Administrativo",-,1. Termo: Mesa,12 de março de 2021,Decreto
Art. 6o,Responsabilidade da Fazenda Pública Federal e das Entidades Federais,O artigo 60 estabelece regras sobre a responsabilidade das pessoas físicas e jurídicas em relação às obrigações contratuais.,"Ministério Público, Polícia Federal e Banco Central.","Direito Constitucional, Direito Penal","Nenhuma pena foi mencionada, pois a seção ""Art. 6o"" do texto não contém informações sobre penalidades.","1. 'Art.' - Refere-se à abreviação do artigo, que é uma seção dentro de um código legal que estabelece regras específicas sobre determinados assuntos",,Decreto
"Art. 6o São direitos sociais a educação, a saúde, o trabalho, a moradia,
o lazer, a segurança, a previdência social, a proteção à maternidade
e à infância, a assistência aos desamparados, na forma desta Cons-
tituição.
Emenda Constitucional no 65, de 2010
(Publicada no DOU de 14/7/2010)
Altera a denominação do Capítulo VII do Título VIII
da Constituição Federal e modifica o seu art. 227, para
cuidar dos interesses da juventude.
As Mesas da Câmara dos Deputados e do Senado Federal, nos termos do art. 60 da
Constituição Federal, promulgam a seguinte Emenda ao texto constitucional:",Direitos Sociais e Juventude Constitucional,"O artigo 60 da Constituição define os direitos sociais, incluindo educação, saúde, trabalho e lazer. Uma emenda constitucional de 2010 alterou a denominação do Capítulo VII do Título VIII para cuidar dos interesses da juventude.","Câmara dos Deputados, Senado Federal.",Direito Social Direito Administrativo,Multas e prisão,"1.  Previdência social: Refere-se a um sistema que fornece benefícios financeiros aos trabalhadores e suas famílias, especialmente em casos de inadimplência com o empregador ou por incapacidade para trabalho",14/7/2010,Decreto
"Art. 1o O Capítulo VII do Título VIII da Constituição Federal passa a denominar-se
“Da Família, da Criança, do Adolescente, do Jovem e do Idoso”.",Da Família Criança Adolescente jovens idosos,"O Capítulo VII da Constituição Federal foi renomeado para ""Da Família, do Adolescente, do Jovem e do Idoso"".","Constituição Federal, Capítulo VII.","Direito Civil, Direito Administrativo",-,"1. Adolescente, Criança e Jovem: se referem à faixa etária que abrange as pessoas entre 0 (zero) anos até a maioridade legal, geralmente considerada como de 18 anos",,Decreto
"Art. 2o O art. 227 da Constituição Federal passa a vigorar com a seguinte redação:
“Art. 227. É dever da família, da sociedade e do Estado assegurar
à criança, ao adolescente e ao jovem, com absoluta prioridade, o
direito à vida, à saúde, à alimentação, à educação, ao lazer, à pro-
fissionalização, à cultura, à dignidade, ao respeito, à liberdade e à
convivência familiar e comunitária, além de colocá-los a salvo de
toda forma de negligência, discriminação, exploração, violência,
crueldade e opressão.
§ 1o O Estado promoverá programas de assistência integral à saú-
de da criança, do adolescente e do jovem, admitida a participação
Emendas Constitucionais 355
de entidades não governamentais, mediante políticas específicas e
obedecendo aos seguintes preceitos:
....................................................................................................................
II – criação de programas de prevenção e atendimento especiali-
zado para as pessoas portadoras de deficiência física, sensorial ou
mental, bem como de integração social do adolescente e do jovem
portador de deficiência, mediante o treinamento para o trabalho e
a convivência, e a facilitação do acesso aos bens e serviços coletivos,
com a eliminação de obstáculos arquitetônicos e de todas as formas
de discriminação.
....................................................................................................................
§ 3o ............................................................................................................
....................................................................................................................
III – garantia de acesso do trabalhador adolescente e jovem à escola;
....................................................................................................................
VII – programas de prevenção e atendimento especializado à criança,
ao adolescente e ao jovem dependente de entorpecentes e drogas
afins.
....................................................................................................................
8o A lei estabelecerá:
I – o estatuto da juventude, destinado a regular os direitos dos jovens;
II – o plano nacional de juventude, de duração decenal, visando à
articulação das várias esferas do poder público para a execução de
políticas públicas.”","Direito à Infância, Adolescência e Juventude","O artigo 227 da Constituição Federal estabelece que é dever do Estado, da família e da sociedade proteger os direitos dos crianças, adolescentes e jovens. Eles têm direito à vida, saúde, educação, lazer, profissionalização, cultura, dignidade e liberdade","Família, Estado.","Direito Constitucional, Direito Administrativo e Direitos Humanos",Multas. Prisão e advertências.,1.  Emenda Constitucional,,Decreto
"Art. 3o Esta Emenda Constitucional entra em vigor na data de sua publicação.
Brasília, em 13 de julho de 2010.
MESA DA CÂMARA DOS DEPUTADOS – Deputado Michel Temer, Presidente –
Deputado Marco Maia, 1o Vice-Presidente – Deputado Rafael Guerra, 1o Secretário –
Deputado Nelson Marquezelli, 4o Secretário – Deputado Marcelo Ortiz, 1o Suplente.
MESA DO SENADO FEDERAL − Senador José Sarney, Presidente – Senador Heráclito
Fortes, 1o Secretário − Senador João Vicente Claudino, 2o Secretário − Senador Mão
Santa, 3o Secretário − Senador César Borges, 1o Suplente − Senador Adelmir Santana, 2o
Suplente − Senador Gerson Camata, 4o Suplente.
Redação Anterior
Título VIII, Capítulo VII
Da Família, da Criança, do Adolescente e do Idoso",Emenda Constitucional entra em vigor,"Esta Emenda Constitucional entra em vigor imediatamente após sua publicação. Ela foi aprovada pela Câmara e Senado do Brasil, respectivamente, no dia 13 de julho de 2010.","Deputados, Senadores.","Direito Administrativo,",Multas.,"1. Suplente - Refere-se à pessoa que assume a presidência do plenário quando o presidente está ausente, indisponível ou recusou sua presidência",13 de julho de 2010,Retorno: Lei Complementar
Art. 227,"Responsabilidade da Fazenda Pública Estadual e Municipal, do Distrito Federal (Lei nº 9 ,538/1997) - Artigo 227: Responsável pela gestão das receitas públicas estaduais em seu âmbito territorial é responsabilizado pelo valor que não for pago aos contribuintes devidamente pagos e por qualquer outro pagamento ou vantagem paga ao Estado, quando o mesmo estiver obrigado a receber","O Artigo 227 é uma norma do Código Civil Brasileiro, que estabelece regras sobre a responsabilidade civil das pessoas físicas e jurídicas.","Ministério Público, Procuradoria Geral da União.","Direito Civil, Direito Administrativo",Multas e prisão.,"1. 'Art.' - Refere-se ao artigo, que é um título usado para identificar uma seção específica em um código jurídico ou lei",Nenhuma data foi encontrada,Decreto
"Art. 227. É dever da família, da sociedade e do Estado assegurar à
criança e ao adolescente, com absoluta prioridade, o direito à vida,
à saúde, à alimentação, à educação, ao lazer, à profissionalização, à
356 Constituição da República Federativa do Brasil
cultura, à dignidade, ao respeito, à liberdade e à convivência familiar
e comunitária, além de colocá-los a salvo de toda forma de negli-
gência, discriminação, exploração, violência, crueldade e opressão.
§ 1o O Estado promoverá programas de assistência integral à saúde
da criança e do adolescente, admitida a participação de entidades
não-governamentais e obedecendo os seguintes preceitos:
....................................................................................................................
II – criação de programas de prevenção e atendimento especializado
para os portadores de deficiência física, sensorial ou mental, bem
como de integração social do adolescente portador de deficiência,
mediante o treinamento para o trabalho e a convivência, e a facili-
tação do acesso aos bens e serviços coletivos, com a eliminação de
preconceitos e obstáculos arquitetônicos.
....................................................................................................................
§ 3o ............................................................................................................
....................................................................................................................
III – garantia de acesso do trabalhador adolescente à escola;
....................................................................................................................
VII – programas de prevenção e atendimento especializado à criança
e ao adolescente dependente de entorpecentes e drogas afins.
Emenda Constitucional no 66, de 2010
(Publicada no DOU de 14/7/2010)
Dá nova redação ao § 6o do art. 226 da Constituição
Federal, que dispõe sobre a dissolubilidade do casamento
civil pelo divórcio, suprimindo o requisito de prévia
separação judicial por mais de 1 (um) ano ou de
comprovada separação de fato por mais de 2 (dois) anos.
As Mesas da Câmara dos Deputados e do Senado Federal, nos termos do art. 60 da
Constituição Federal, promulgam a seguinte Emenda ao texto constitucional:",Direito à Infância e Adolescencia,"O artigo 227 da Constituição brasileira estabelece os direitos fundamentais dos crianças e adolescentes, incluindo a vida, saúde, educação, lazer e dignidade. O Estado é responsável por promover programas de assistência integral à saúde, prevenção e atendimento especializado para pessoas com deficiência, além de garantir o acesso à escola e aos bens coletivos. Além disso, são protegidos contra a exploração, violência e opressão.","Pessoas, família, sociedade e Estado.","Direito Civil, Direito Administrativo",Multas; prisão e advertências.,"1.  Negliência: falta de atenção ou cuidado, especialmente em relação a crianças e adolescentes",,Lei Ordinária
